nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
Grasso Valeria,1,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Vella Daniele Nicola,2,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Ognibene Rosario,3,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Gambino Benedetto detto Benito,4,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Pucci Maria Stella,5,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Trinca Francesco,6,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Scavone Aurelio,7,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Ferrarello Giuseppe detto Firrarello,8,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Zuccaro Salvatore detto Zucchero,9,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Russo Antonino detto Tonino,10,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Sala Antonino detto Toni, Claudio",11,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Maniaci Giosué,12,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Allegra Alessio,13,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Guggino Sonia,14,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Atzori Teresa,15,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Zagra Susanna,16,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Grasso Valeria,1,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Vella Daniele Nicola,2,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Ognibene Rosario,3,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Gambino Benedetto detto Benito,4,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Pucci Maria Stella,5,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Trinca Francesco,6,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Scavone Aurelio,7,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Ferrarello Giuseppe detto Firrarello,8,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Zuccaro Salvatore detto Zucchero,9,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Russo Antonino detto Tonino,10,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Sala Antonino detto Toni, Claudio",11,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Maniaci Giosué,12,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Allegra Alessio,13,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Guggino Sonia,14,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Atzori Teresa,15,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Zagra Susanna,16,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Grasso Valeria,1,0,8,ARCIPELAGO SICILIA MOVIMENTO DEI TERRITORI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
