nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
Abbruscato Lorenza detta Lorella,1,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Di Giacinto Giovanni detto Giacinto,2,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Lo Giudice Salvatore detto Salvo, Totò",3,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Tamajo Edmondo detto Edy, Tamaio",4,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Bonanno Claudia,5,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Brusca Salvatore,6,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Coniglio Ciro,7,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Giambona Antonina,8,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Gnoffo Antonino,9,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Landolina Filippo,10,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Mosca Giuseppa detta Giusy,11,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Puleo Maria Rita,12,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Rini Salvatore,13,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Sottile Vincenzo,14,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Tomasino Maria Chiara detta Tomasina,15,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Volante Claudio,16,0,5,PDR SICILIA FUTURA PSI,1,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Abbruscato Lorenza detta Lorella,1,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Di Giacinto Giovanni detto Giacinto,2,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Lo Giudice Salvatore detto Salvo, Totò",3,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Tamajo Edmondo detto Edy, Tamaio",4,6,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Bonanno Claudia,5,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Brusca Salvatore,6,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Coniglio Ciro,7,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Giambona Antonina,8,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Gnoffo Antonino,9,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Landolina Filippo,10,1,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Mosca Giuseppa detta Giusy,11,1,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Puleo Maria Rita,12,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Rini Salvatore,13,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Sottile Vincenzo,14,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Tomasino Maria Chiara detta Tomasina,15,0,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Volante Claudio,16,1,5,PDR SICILIA FUTURA PSI,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Abbruscato Lorenza detta Lorella,1,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Di Giacinto Giovanni detto Giacinto,2,2,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Lo Giudice Salvatore detto Salvo, Totò",3,3,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Tamajo Edmondo detto Edy, Tamaio",4,6,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Bonanno Claudia,5,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Brusca Salvatore,6,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Coniglio Ciro,7,2,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Giambona Antonina,8,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Gnoffo Antonino,9,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Landolina Filippo,10,2,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Mosca Giuseppa detta Giusy,11,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Puleo Maria Rita,12,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Rini Salvatore,13,1,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Sottile Vincenzo,14,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Tomasino Maria Chiara detta Tomasina,15,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Volante Claudio,16,0,5,PDR SICILIA FUTURA PSI,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Abbruscato Lorenza detta Lorella,1,0,5,PDR SICILIA FUTURA PSI,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Di Giacinto Giovanni detto Giacinto,2,6,5,PDR SICILIA FUTURA PSI,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
